"Firstname","Lastname","gender","Party","Organization","Job","Date_Start","Date_End","Classification","Interval","Income_Min","Income_Max","Edit_URL"
"Wolfgang","Bosbach","male","CDU","""BVMW - Bundesverband mittelständische Wirtschaft, Unternehmerverband Deutschlands e.V.""","Vortrag","1/1/2016 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180187/edit"
"Wolfgang","Bosbach","male","CDU","CSA Celebrity Speakers GmbH","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180188/edit"
"Wolfgang","Bosbach","male","CDU","DEKRA Akademie GmbH Industrie & Aviation","Vortrag","1/1/2015 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180189/edit"
"Wolfgang","Bosbach","male","CDU","Ereignishaus-Agentur","Vortrag","1/1/2013 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180190/edit"
"Wolfgang","Bosbach","male","CDU","Essener Unternehmerverband e.V.","Vortrag","1/1/2016 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180191/edit"
"Wolfgang","Bosbach","male","CDU","Frankfurter Volksbank eG","Vortrag","1/1/2015 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180192/edit"
"Wolfgang","Bosbach","male","CDU","Friedrich Duensing GmbH","Vortrag","1/1/2016 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180193/edit"
"Wolfgang","Bosbach","male","CDU","Hellen Medien Projekte GmbH","Streitgespräch","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180194/edit"
"Wolfgang","Bosbach","male","CDU","Matthias Erhard Rednerdienst & Persönlichkeitsmanagement","Vortrag","1/1/2015 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180195/edit"
"Wolfgang","Bosbach","male","CDU","Matthias Erhard Rednerdienst & Persönlichkeitsmanagement","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180196/edit"
"Wolfgang","Bosbach","male","CDU","Matthias Erhard Rednerdienst & Persönlichkeitsmanagement","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180197/edit"
"Wolfgang","Bosbach","male","CDU","Matthias Erhard Rednerdienst & Persönlichkeitsmanagement","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180198/edit"
"Wolfgang","Bosbach","male","CDU","Matthias Erhard Rednerdienst & Persönlichkeitsmanagement","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180199/edit"
"Wolfgang","Bosbach","male","CDU","Matthias Erhard Rednerdienst & Persönlichkeitsmanagement","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180200/edit"
"Wolfgang","Bosbach","male","CDU","Matthias Erhard Rednerdienst & Persönlichkeitsmanagement","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180201/edit"
"Wolfgang","Bosbach","male","CDU","Matthias Erhard Rednerdienst & Persönlichkeitsmanagement","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180202/edit"
"Wolfgang","Bosbach","male","CDU","reverendum events eK","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180203/edit"
"Wolfgang","Bosbach","male","CDU","Premium Conferences GmbH","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180204/edit"
"Wolfgang","Bosbach","male","CDU","quirin bank AG","Vortrag","1/1/2016 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180205/edit"
"Wolfgang","Bosbach","male","CDU","Rheinische Post Verlagsgesellschaft mbH","Vortrag","1/1/2016 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180206/edit"
"Wolfgang","Bosbach","male","CDU","rhenag Rheinische Energie AG","Vortrag","1/1/2016 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180207/edit"
"Wolfgang","Bosbach","male","CDU","""Ring Deutscher Makler, Landesverband Berlin und Brandenburg e.V. (RDM)""","Vortrag","1/1/2015 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180208/edit"
"Wolfgang","Bosbach","male","CDU","""Ring Deutscher Makler, Landesverband Berlin und Brandenburg e.V. (RDM)""","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180209/edit"
"Wolfgang","Bosbach","male","CDU","sas Institute GmbH","Vortrag","1/1/2013 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180210/edit"
"Wolfgang","Bosbach","male","CDU","sas Institute GmbH","Vortrag","1/1/2014 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180211/edit"
"Wolfgang","Bosbach","male","CDU","sas Institute GmbH","Vortrag","1/1/2015 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180212/edit"
"Wolfgang","Bosbach","male","CDU","SchmidtColleg GmbH & Co KG","Vortrag","1/1/2013 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180213/edit"
"Wolfgang","Bosbach","male","CDU","The London Speaker Bureau","Vortrag","1/1/2013 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180214/edit"
"Wolfgang","Bosbach","male","CDU","The London Speaker Bureau","Vortrag","1/1/2015 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180215/edit"
"Wolfgang","Bosbach","male","CDU","The London Speaker Bureau","Vortrag","1/1/2015 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180216/edit"
"Wolfgang","Bosbach","male","CDU","The London Speaker Bureau","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180217/edit"
"Wolfgang","Bosbach","male","CDU","The London Speaker Bureau","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180218/edit"
"Wolfgang","Bosbach","male","CDU","The London Speaker Bureau","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180219/edit"
"Wolfgang","Bosbach","male","CDU","The London Speaker Bureau","Vortrag","1/1/2016 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180220/edit"
"Wolfgang","Bosbach","male","CDU","Verband Fenster + Fassade (VFF)","Vortrag","1/1/2016 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180221/edit"
"Wolfgang","Bosbach","male","CDU","Volksbank Hohenlimburg eG","Vortrag","1/1/2016 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180222/edit"
"Wolfgang","Bosbach","male","CDU","VR-Bank Kreis Steinfurt eG","Vortrag","1/1/2015 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180223/edit"
"Wolfgang","Bosbach","male","CDU","1. FC Köln GmbH & Co. KGaA","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/180224/edit"
"Wolfgang","Bosbach","male","CDU","AHG Allgemeine Hospitalgesellschaft AG","Mitglied des Aufsichtsrates","1/1/2013 0:00:00","","4","0","""15,000""","""30,000""","https://www.abgeordnetenwatch.de/node/180225/edit"
"Wolfgang","Bosbach","male","CDU","AHG Allgemeine Hospitalgesellschaft AG","Mitglied des Aufsichtsrates","1/1/2014 0:00:00","","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/180226/edit"
"Wolfgang","Bosbach","male","CDU","AHG Allgemeine Hospitalgesellschaft AG","Mitglied des Aufsichtsrates","1/1/2016 0:00:00","","4","0","""15,000""","""30,000""","https://www.abgeordnetenwatch.de/node/180227/edit"
"Wolfgang","Bosbach","male","CDU","DBV Deutsche Beamten-Versicherung AG","Mitglied des Beirates des öffentlichen Dienstes","","","3","12","""21,000""","""45,000""","https://www.abgeordnetenwatch.de/node/180228/edit"
"Wolfgang","Bosbach","male","CDU","Deutsche Telekom AG","Mitglied des Datenschutzbeirates","","","","0","","","https://www.abgeordnetenwatch.de/node/180229/edit"
"Wolfgang","Bosbach","male","CDU","Kölner Bank eG","Mitglied des Zentralbeirates","","","","0","","","https://www.abgeordnetenwatch.de/node/180230/edit"
"Wolfgang","Bosbach","male","CDU","Signal Iduna Allgemeine Versicherung AG","Mitglied des Aufsichtsrates","","","4","12","""45,000""","""90,000""","https://www.abgeordnetenwatch.de/node/180231/edit"
"Wolfgang","Bosbach","male","CDU","Talanx Deutschland Bancassurance GmbH","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/180232/edit"
"Wolfgang","Bosbach","male","CDU","ZDF","Mitglied des Fernsehrates","","","","0","","","https://www.abgeordnetenwatch.de/node/180233/edit"
"Wolfgang","Bosbach","male","CDU","Gegen Vergessen - Für Demokratie e.V.","Mitglied des Vorstandes","","11/22/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/180234/edit"
"Wolfgang","Bosbach","male","CDU","Kölner Eishockey-Club „Die Haie“ e.V.","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/180235/edit"
"Wolfgang","Bosbach","male","CDU","Stiftung Menschen für Menschen - Karlheinz Böhms Äthiopienhilfe -","Mitglied des Transparenzgremiums","","","","0","","","https://www.abgeordnetenwatch.de/node/180236/edit"
"Norbert","Brackmann","male","CDU","Raiffeisenbank Lauenburg e.G.","Vorsitzender des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/176914/edit"
"Norbert","Brackmann","male","CDU","Bundesanstalt für Immobilienaufgaben","Stellv. Vorsitzender des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/176916/edit"
"Norbert","Brackmann","male","CDU","Kreis Herzogtum Lauenburg","Mitglied des Kreistages","","","3","12","""21,000""","""45,000""","https://www.abgeordnetenwatch.de/node/176918/edit"
"Norbert","Brackmann","male","CDU","Organisatorischer Leiter Rettungsdienst","Mitglied der technischen Einsatzleitung Katastrophenschutz","","","","0","","","https://www.abgeordnetenwatch.de/node/176919/edit"
"Norbert","Brackmann","male","CDU","Bürgerstiftung Region Lauenburg","Vorsitzender des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/176920/edit"
"Norbert","Brackmann","male","CDU","Stiftung Herzogtum Lauenburg","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/176921/edit"
"Norbert","Brackmann","male","CDU","Verein zur Förderung der Otto-von-Bismarck-Stiftung e.V.","Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/176922/edit"
"Klaus","Brähmig","male","CDU","Volksbank Pirna eG","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179138/edit"
"Klaus","Brähmig","male","CDU","Ostdeutscher Sparkassenverband","Mitglied des Beirates Sparkassen-Tourismusbarometer","","","","0","","","https://www.abgeordnetenwatch.de/node/179139/edit"
"Klaus","Brähmig","male","CDU","""Stiftung Flucht, Vertreibung, Versöhnung""","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179140/edit"
"Klaus","Brähmig","male","CDU","Deutsch-Tschechischer Zukunftsfonds","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179141/edit"
"Klaus","Brähmig","male","CDU","Kreissportbund Sächsische Schweiz - Osterzgebirge e.V.","Mitglied des Präsidiums","","","","0","","","https://www.abgeordnetenwatch.de/node/179142/edit"
"Klaus","Brähmig","male","CDU","Sandstein & Musik e.V.","Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/179143/edit"
"Klaus","Brähmig","male","CDU","Tourismusverband Sächsische Schweiz e.V.","Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/179144/edit"
"Michael","Brand","male","CDU","Kinder-Akademie Fulda gemeinnützige GmbH","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/178073/edit"
"Michael","Brand","male","CDU","Biosphärenreservat Rhön","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/178075/edit"
"Michael","Brand","male","CDU","Bundeszentrale für politische Bildung","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178076/edit"
"Michael","Brand","male","CDU","Landkreis Fulda","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/178077/edit"
"Michael","Brand","male","CDU","Aktion Deutschland Hilft e.V. (ADH)","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178078/edit"
"Michael","Brand","male","CDU","Point Alpha Stiftung","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178079/edit"
"Willi","Brase","male","SPD","BCO Brase & Collegen AG","Stellv. Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179187/edit"
"Willi","Brase","male","SPD","Bezirksregierung Arnsberg","Beratendes Mitglied","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179188/edit"
"Willi","Brase","male","SPD","Evangelischer Kirchenkreis Siegen","Mitglied der Kreissynode","","9/30/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179189/edit"
"Willi","Brase","male","SPD","Kreis Siegen-Wittgenstein","Stellv. Mitglied des Sozialausschusses des Kreistages","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179190/edit"
"Willi","Brase","male","SPD","Studentenwerk Siegen","Ersatzmitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179191/edit"
"Willi","Brase","male","SPD","Universität Siegen","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179192/edit"
"Willi","Brase","male","SPD","Ehrbare Versicherungskaufleute e.V.","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179193/edit"
"Willi","Brase","male","SPD","Freundes- und Förderkreis der Telefonseelsorge Siegen e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179194/edit"
"Ralf","Brauksiepe","male","CDU","Zentrum für Internationale Friedenseinsätze gemeinnützige GmbH (ZIF)","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177853/edit"
"Ralf","Brauksiepe","male","CDU","Landkreis Ennepe-Ruhr","Sachkundiger Bürger","","","","0","","","https://www.abgeordnetenwatch.de/node/177854/edit"
"Ralf","Brauksiepe","male","CDU","""Ruhr-Universität Bochum, Institut für Entwicklungsforschung und Entwicklungspolitik""","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177857/edit"
"Ralf","Brauksiepe","male","CDU","Stiftung zur Aufarbeitung der SED-Diktatur","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177858/edit"
"Ralf","Brauksiepe","male","CDU","Deutsche Atlantische Gesellschaft e.V.","Beisitzer des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177860/edit"
"Ralf","Brauksiepe","male","CDU","Deutsche Orient-Stiftung","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177861/edit"
"Ralf","Brauksiepe","male","CDU","Deutsche Stiftung Friedensforschung (DSF)","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177862/edit"
"Ralf","Brauksiepe","male","CDU","Förderverein der Deutschen Arbeitsschutzausstellung e.V.","Mitglied des Kuratoriums","","4/6/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177864/edit"
"Ralf","Brauksiepe","male","CDU","Otto Benecke Stiftung e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177865/edit"
"Heike","Brehmer","female","CDU","Salzlandkreis","Mitglied des Kreistages","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177810/edit"
"Heike","Brehmer","female","CDU","Salzlandsparkasse","Stellv. Mitglied des Verwaltungsrates","","5/31/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177811/edit"
"Heike","Brehmer","female","CDU","Bildungswerk der KPV Sachsen-Anhalt e.V.","Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/177812/edit"
"Heike","Brehmer","female","CDU","DUK & AUPU Versorgungswerk e.V.","Mitglied des Beirates","","1/31/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177813/edit"
"Heike","Brehmer","female","CDU","VMDU e.V. - Verein Mittelständischer Dienstleistungsunternehmen e.V.","Vorsitzende","","11/10/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177814/edit"
"Ralph","Brinkhaus","male","CDU","Steuerberater selbständig","Steuerberater","","","","0","","","https://www.abgeordnetenwatch.de/node/177480/edit"
"Ralph","Brinkhaus","male","CDU","Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)","Vertrauensmann bei der LBS Westdeutsche Landesbausparkasse","","11/30/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177481/edit"
"Ralph","Brinkhaus","male","CDU","Auswärtiges Amt","Mitglied der Deutsch-Indischen Beratungsgruppe (DIBG)","","","","0","","","https://www.abgeordnetenwatch.de/node/177482/edit"
"Ralph","Brinkhaus","male","CDU","Gesellschaft zum Studium strukturpolitischer Fragen e.V.","""Vorsitzender des Beirates Finanzen, Steuern, Geld und Kredit""","","","","0","","","https://www.abgeordnetenwatch.de/node/177483/edit"
